-368;-144;-896
-360;-160;-936
-344;-176;-952
-336;-176;-920
-336;-184;-904
-360;-184;-912
-344;-176;-944
-352;-168;-904
-360;-176;-872
-368;-184;-904
-360;-184;-912
-360;-184;-904
-336;-160;-864
-344;-160;-912
-344;-176;-912
-352;-184;-904
-360;-168;-912
-344;-192;-848
-360;-176;-864
-352;-168;-896
-352;-168;-920
-360;-160;-904
-360;-152;-896
-360;-160;-928
-352;-152;-896
-344;-152;-888
-344;-208;-888
-344;-176;-896
-352;-168;-880
-352;-176;-912
-352;-152;-888
-344;-184;-888
-320;-192;-864
-336;-168;-896
-328;-152;-896
-344;-176;-872
-328;-168;-904
-328;-176;-888
-320;-168;-920
-312;-160;-928
-312;-160;-888
-312;-160;-920
-336;-160;-976
-328;-144;-928
-320;-144;-896
-328;-152;-920
-344;-160;-904
-328;-168;-896
-336;-168;-920
-328;-168;-936
-312;-176;-928
-288;-160;-896
-288;-120;-872
-288;-128;-920
-304;-144;-912
-304;-168;-888
-320;-152;-888
-320;-144;-904
-304;-144;-928
-320;-136;-928
-304;-136;-944
-296;-144;-936
-288;-128;-976
-296;-136;-920
-280;-144;-944
-296;-152;-928
-296;-128;-928
-296;-136;-928
-296;-152;-928
-312;-168;-904
-304;-152;-928
-312;-152;-944
-296;-144;-936
-280;-176;-896
-296;-168;-888
-320;-160;-888
-312;-152;-944
-320;-168;-912
-320;-168;-864
-328;-176;-968
-344;-176;-928
-360;-160;-928
-368;-160;-936
-368;-192;-904
-352;-200;-920
-368;-192;-888
-368;-176;-912
-368;-160;-944
-376;-160;-952
-352;-136;-984
-336;-128;-976
-312;-144;-1024
-280;-152;-1064
-272;-136;-1040
-256;-128;-1128
-248;-128;-1120
-192;-104;-1016
-128;-88;-1136
-72;-64;-1176
-64;-56;-1208
-96;24;-1208
-96;64;-1088
-88;72;-1072
-64;112;-1024
-56;176;-1000
-16;248;-944
-24;288;-832
-24;296;-800
-48;320;-688
-96;328;-688
-152;376;-680
-176;400;-672
-168;392;-600
-168;360;-568
-184;384;-512
-208;440;-456
-264;448;-456
-280;408;-472
-288;392;-416
-312;368;-408
-328;368;-416
-328;352;-464
-304;312;-512
-296;280;-488
-288;248;-448
-240;208;-448
-216;200;-440
-208;168;-544
-168;96;-616
-136;88;-704
-88;152;-752
-40;224;-712
0;200;-664
80;224;-704
168;232;-928
320;240;-1168
464;248;-1288
576;296;-1440
624;424;-1496
648;472;-1520
608;472;-1576
568;360;-1416
552;216;-1408
600;208;-1512
632;280;-1616
584;368;-1592
584;488;-1592
520;600;-1408
408;616;-1304
328;416;-1136
328;144;-848
392;0;-656
448;-16;-456
464;-56;-288
472;-96;-224
552;152;-1000
616;512;-2224
592;576;-2088
560;736;-904
704;648;-256
792;776;-80
632;984;168
432;816;216
440;384;-64
616;144;-608
896;136;-792
1160;64;-680
